,Gare,Latitude,Longitude
635,Colombes,48.92383,2.25939
636,Colombier-Fontaine,47.4554849,6.6890071
637,Colomiers,43.603734,1.334221
638,Colomiers Lycée International,43.6163055,1.3141157
639,Colroy - Lubine,48.3145855,7.1317294
640,Combourg,48.41609,-1.72792
641,Combs-la-Ville - Quincy,48.667179,2.547798
642,Comines,50.7608973,3.0096253
643,Commentry,46.295102,2.739949
644,Commercy,48.765749,5.58861
645,Compans,48.9915767,2.6652718
646,Compiègne,49.422005,2.823679
647,Conches-en-Ouche,48.9623603,0.9378895
648,Condat - Le Lardin,45.1267128,1.2267493
649,Condé-sur-Huisne,48.3834826,0.8487023
650,Conflans - Jarny,49.1662895,5.8681853
651,Conflans Fin d'Oise,48.98931,2.07465
652,Conflans-Sainte-Honorine,48.99646,2.09783
653,Conlie,48.1272909,-0.0113736
654,Connerré - Beillé,48.0735,0.48687
655,Contrexéville,48.1796129,5.890633
656,Corbehem,50.3428545,3.0405375
657,Corbeil-Essonnes,48.61403,2.47401
658,Corbie,49.9116183,2.4996846
659,Corbigny,47.254807,3.6773226
660,Corcieux Vanémont,48.1982842,6.8772915
661,Corcy,49.2550929,3.2157221
662,Cordemais,47.3021502,-1.8466771
663,Cordes - Vindrac,44.067189,1.900229
664,Corgoloin,47.0841982,4.9171231
665,Cormeilles-en-Parisis,48.96864,2.19358
666,Cormery,47.26254,0.833953
667,Cornil,45.2151758,1.6978482
668,Coron de Méricourt,50.4150048,2.8854084
669,Corps-Nuds,47.9851669,-1.5754724
670,Corrèze,45.3294801,1.8810793
671,Corseul - Languenan,48.4960574,-2.1414331
672,Cosne-sur-Loire,47.413996,2.931981
673,Coucy-lès-Eppes,49.556282,3.7748209
674,Coudekerque-Branche,51.0177069,2.3751425
675,Couëron,47.2220412,-1.7235014
676,Couffoulens - Leuc,43.1555365,2.3161754
677,Couilly - Saint-Germain - Quincy,48.8830205,2.854057
678,Coulanges-sur-Yonne,47.5270546,3.5472388
679,Couliboeuf,48.9237487,-0.0984574
680,Coulommiers,48.808006,3.08225
681,Courbevoie,48.89831,2.24804
682,Courcay - Tauxigny,47.2377076,0.867867
683,Courcelles-le-Comte,50.1694124,2.7880351
684,Courcelles-sur-Nied,49.0634035,6.3109926
685,Courcy - Brimont,49.3296003,4.0134623
686,Courghain,50.99805,2.29354
687,Coursan,43.23369,3.0510465
688,Courtalain - Saint-Pellerin,48.0735988,1.1270043
689,Courthézon,44.0899478,4.8881802
690,Courville-sur-Eure,48.451236,1.234836
691,Cousance,46.5353569,5.3868216
692,Coussac-Bonneval,45.5076088,1.3110412
693,Coutances,49.042928,-1.441726
694,Coutras,45.03661,-0.13169
695,Couze,44.836574,0.7036282
696,Couzon-au-Mont-d'Or,45.8486737,4.8294786
697,Cramoisy,49.256625,2.40489
698,Cransac,44.522951,2.2718666
699,Cravant - Bazarnes,47.6785079,3.6811741
700,Crêches-sur-Saône,46.2461762,4.7840233
701,Crécy-la-Chapelle,48.859391,2.905748
702,Creil,49.263757,2.4692439
703,Crépieux la Pape,45.8038348,4.8922918
704,Crépy - Couvron,49.6233401,3.5167165
705,Crépy-en-Valois,49.231235,2.8864694
706,Crest,44.7301546,5.0160968
707,Créteil Pompadour,48.7715403,2.4352763
708,Crissé,48.1681334,-0.0659101
709,Croix - Wasquehal,50.6785574,3.1380315
710,Croix du Prince,43.2857104,-0.3791261
711,Croix L'Allumette,50.6872009,3.1516591
712,Croix Sainte,43.4088317,5.0196445
713,Cros de Cagnes,43.660465,7.167111
714,Crouy,49.4037093,3.3569138
715,Crouy-sur-Ourcq,49.091821,3.063081
716,Cubzac-les-Ponts,44.9729407,-0.4590937
717,Cuers - Pierrefeu,43.2364281,6.0856855
718,Cugand,47.0582602,-1.253301
719,Cuinchy,50.5219693,2.7473533
720,Culmont - Chalindrey,47.8100902,5.4432217
721,Culoz,45.843264,5.778784
722,Cysoing,50.5620393,3.2098913
723,Dachstein,48.5428546,7.5330038
724,Dambach-la-Ville,48.3216345,7.4355565
725,Damblain,48.0937645,5.6563504
726,Damiatte - Saint-Paul,43.6566194,1.9733585
727,Dammartin - Juilly - Saint-Mard,49.03219,2.69887
728,Dangé-Saint-Romain,46.9378397,0.6087754
729,Danjoutin,47.6175,6.86919
730,Dannemarie,47.6275771,7.124907
731,Dannemarie - Velesmes,47.2038599,5.8738348
732,Dannes - Camiers,50.5759062,1.614825
733,Daours,49.899267,2.4590533
734,Dardilly Le Jubin,45.815143,4.7613451
735,Dardilly Les Mouilles,45.7967409,4.7600288
736,Darsac,45.14211,3.7365537
737,Dax,43.720472,-1.050301
738,Decize,46.837362,3.467274
739,Dégagnac,44.6534974,1.3400861
740,Delle,47.50593,7.00962
741,Deluz,47.2925132,6.199733
742,Denain,50.3345415,3.388699
743,Dercy - Froidmont,49.7025404,3.6918473
744,Dettwiller,48.7518969,7.4652459
745,Deuil - Montmagny,48.97589,2.33785
746,Deûlémont,50.7159172,2.9933077
747,Deville,49.8796028,4.7072062
748,Diarville,48.3975653,6.1264922
749,Die,44.7582549,5.3632053
750,Diemeringen,48.9405,7.18529
751,Dieppe,49.921788,1.081133
752,Dieulouard,48.843367,6.071489
753,Dieupentale,43.8654687,1.2760011
754,Digoin,46.4851604,3.9876537
755,Dijon,47.32337,5.027208
756,Dijon Porte Neuve,47.322806,5.054872
757,Dinan,48.456764,-2.053542
758,Dingé,48.3507382,-1.6859729
759,Dirinon,48.3926343,-4.2855034
760,Dissay,46.703544,0.4210161
761,Distroff,49.3352322,6.2603013
762,Dives-sur-Mer - Cabourg,49.2864776,-0.1074996
763,Dives-sur-Mer Port Guillaume,49.2910882,-0.1008455
764,Docelles - Cheniménil,48.1436134,6.6104793
765,Dol-de-Bretagne,48.54425,-1.750536
766,Dole,47.096084,5.488105
767,Dombasle-sur-Meurthe,48.623275,6.343478
768,Domblans - Voiteur,46.7627809,5.5977462
769,Domfront-en-Champagne,48.1076766,0.0262592
770,Dommartin - Lissieu,45.8397811,4.7344831
771,Dommartin - Remiencourt,49.7996523,2.3926625
772,Domont,49.03268,2.33746
773,Dompierre Sept Fons,46.5263166,3.6749309
774,Dompierre-sur-Helpe,50.146144,3.871144
775,Don - Sainghin,50.55176,2.91458
776,Donchery,49.6981267,4.8747529
777,Donges,47.3086552,-2.0719096
778,Donjeux,48.3658544,5.1482245
779,Donzère,44.4433646,4.7046262
780,Dordives,48.1471796,2.7628787
781,Dorlisheim,48.5249915,7.4930546
782,Dormans,49.0791611,3.641709
783,Douai,50.371677,3.089986
784,Dourdan,48.533466,2.009643
785,Dourdan La Forêt,48.535314,1.994908
786,Dourges,50.43192,2.98697
787,Douzillac,45.0794691,0.4173893
788,Drancy,48.93298,2.45497
789,Drap - Cantaron,43.7599599,7.3168739
790,Drefféac,47.4817568,-2.0503661
791,Dreuil-lès-Amiens,49.91444,2.23091
792,Dreux,48.7314561,1.3701604
793,Drusenheim,48.7659128,7.9478463
794,Druye,47.3070191,0.5354805
795,Dugny - La Courneuve T11,48.9439,2.4115
796,Dunkerque,51.03047,2.368961
797,Duppigheim,48.5439674,7.5868091
798,Durtol - Nohanent,45.7947707,3.048557
799,Duttlenheim,48.5453531,7.5661529
800,Ebblinghem,50.7306459,2.409148
801,Ebersheim,48.3099953,7.494471
802,Ébersviller,49.2747715,6.4111622
803,Échirolles,45.153022,5.718943
804,École-Valentin,47.2749834,5.9944745
805,Écommoy,47.8246286,0.2691867
806,Écouché,48.7151009,-0.1209574
807,Écouen - Ézanville,49.02273,2.36325
808,Écouflant,47.5039036,-0.5194782
809,Ecully - Tassin,45.7657162,4.7795238
810,Égletons,45.4023816,2.0651243
811,Égly,48.582364,2.222138
812,Éguzon-Chantôme,46.4397694,1.5521707
813,Eichhoffen,48.3824829,7.4495524
814,Einvaux,48.5034859,6.3932959
815,Elbeuf - Saint-Aubin,49.302766,1.00993
816,Elne,42.5971138,2.9635851
817,Éloyes,48.087067,6.6001593
818,Embrun,44.567008,6.496773
819,Émerainville - Pontault-Combault,48.806034,2.618004
820,Enchenberg,49.01614,7.33372
821,Enghien-les-Bains,48.97309,2.30699
822,Ennevelin,50.5492981,3.1586612
823,Entraigues-sur-la-Sorgue,44.0054278,4.9226971
824,Entzheim Aéroport,48.54699,7.62794
825,Épanvilliers,46.2254951,0.2357576
826,Épernay,49.046289,3.959798
827,Épernon,48.6052471,1.6812578
828,Epfig,48.3637643,7.4504053
829,Épierre - Saint-Léger,45.457027,6.292521
830,Épinal,48.178005,6.441787
831,Épinay - Villetaneuse,48.95838,2.32865
832,Épinay-sur-Orge,48.66952,2.33182
833,Épinay-sur-Seine,48.9542084,2.3026142
834,Épluches,49.0549329,2.1225973
835,Épône - Mézières,48.9631225,1.8085932
836,Épouville,49.563814,0.2236662
837,Éragny - Neuville,49.01824,2.09104
838,Erdre-Active,47.2830678,-1.5446088
839,Ermont - Eaubonne,48.98032,2.27176
840,Ermont - Eaubonne,48.9803322,2.2712294
841,Ermont Halte,48.9898,2.26323
842,Err,42.442777,2.0290375
843,Erstein,48.4229857,7.6387869
844,Esbly,48.90314191,2.81059946
845,Escalquens,43.5170958,1.5422774
846,Escaudœuvres,50.1918249,3.2754949
847,Esches,49.2125205,2.1708125
848,Espéraza,42.9359332,2.2184029
849,Esquelbecq,50.8894369,2.4121536
850,Essonnes Robinson,48.606095,2.463701
851,Estavar,42.4632434,2.0179071
852,Estrées-Saint-Denis,49.4382161,2.642402
853,Estressin,45.540285,4.868273
854,Esvres sur Indre,47.2841016,0.7816519
855,Étain,49.2074907,5.6398079
856,Étainhus - Saint-Romain,49.5612151,0.3310234
857,Étalans,47.155884,6.2706173
858,Étampes,48.436661,2.159468
859,Étang-sur-Arroux,46.8679082,4.1838415
860,Étaples - Le Touquet,50.51686,1.64231
861,Étigny - Véron,48.1386835,3.2904186
862,Étival-Clairefontaine,48.3671987,6.8769607
863,Étréchy,48.493727,2.194323
864,Étriché - Châteauneuf,47.6567082,-0.4608993
865,Eu,50.0541988,1.416837
866,Eurville,48.5828713,5.0449583
867,Évian-les-Bains,46.397915,6.577457
868,Évreux Normandie,49.018748,1.149629
869,Évron,48.155501,-0.397338
870,Évry Val de Seine,48.63442,2.45209
871,Évry-Courcouronnes,48.625507,2.428581
872,Exideuil,45.8863256,0.6666933
873,Eygurande - Merlines,45.6453146,2.4610021
874,Eymoutiers Vassivière,45.7397876,1.7412237
875,Èze,43.7221842,7.3568031
876,Farbus,50.357641,2.8310408
877,Farébersviller,49.1181603,6.8618926
878,Faremoutiers - Pommeuse,48.808494,2.993109
879,Farschviller,49.0878773,6.9080815
880,Faubourg d'Orléans,47.3669948,1.7403794
881,Faulquemont,49.0453391,6.6039774
882,Fécamp,49.759277,0.375287
883,Fegersheim - Lipsheim,48.4905892,7.6724806
884,Fellering,47.8975893,6.9871347
885,Felletin,45.8864021,2.169543
886,Fenouillet - Saint-Alban,43.6840517,1.4018103
887,Fépin,50.0234644,4.7266156
888,Ferrières - Fontenay,48.0964767,2.7726332
889,Feuquerolles,50.0648443,1.605574
890,Feuquières - Broquiers,49.6545751,1.8305169
891,Feuquières - Fressenneville,50.0632646,1.5890574
892,Feurs,45.744156,4.230573
893,Feyzin,45.6658584,4.8531349
894,Figeac,44.603515,2.037355
895,Firminy,45.391625,4.28643
896,Fismes,49.310665,3.68213
897,Flavy-le-Martel,49.7187375,3.1905076
898,Flaxlanden,47.6986924,7.3044703
899,Flers,48.744785,-0.573216
900,Fleurieux-sur-l'Arbresle,45.8449944,4.6603815
901,Fleurville - Pont-de-Vaux,46.4509279,4.8840722
902,Flez-Cuzy - Tannay,47.3630583,3.6149926
903,Foëcy,47.1756905,2.1625062
904,Foix,42.969746,1.607147
905,Folligny,48.8299461,-1.4072231
906,Fons - Saint-Mamert,43.9073195,4.2066687
907,Font-Romeu-Odeillo-Via,42.4912317,2.0383917
908,Fontaine-le-Port,48.4871358,2.7514043
909,Fontainebleau - Avon,48.416371,2.72634
910,Fontaines - Mercurey,46.8512109,4.7750693
911,Fontaines-d'Ozillac,45.3872162,-0.3836092
912,Fontan - Saorge,43.9966378,7.5516262
913,Fontenay-le-Fleury,48.8074032,2.0404603
914,Fontenoy-sur-Moselle,48.711721,5.9803654
915,Fontpédrouse,42.5138062,2.1886585
916,Forbach,49.1892278,6.9013184
917,Formerie,49.6542178,1.7229081
918,Fors,46.2345203,-0.4069449
919,Fos-sur-Mer,43.428029,4.974579
920,Foucart - Alvimare,49.608289,0.5969601
921,Fouday,48.4248874,7.1874246
922,Foug,48.6792561,5.7912761
923,Fougeray - Langon,47.7297956,-1.8510921
924,Fougeré,46.6653044,-1.2319718
925,Fouilloy,49.7366368,1.8260404
926,Fouquereuil,50.5255091,2.6074449
927,Fourchambault,47.0189684,3.0873673
928,Fourmies,50.01541,4.05357
929,Fraisses - Unieux,45.3948228,4.2610375
930,Franchet d'Esperey,49.2425356,4.013869
931,Francheville,45.7336473,4.7693729
932,Franconville - Le Plessis-Bouchard,48.99358,2.23514
933,Franois,47.2273609,5.937498
934,Frasne,46.857596,6.157767
935,Freinville Sevran,48.926637,2.519019
936,Freistroff,49.2780593,6.4926709
937,Fréjus,43.432032,6.732941
938,Fréjus - Saint-Raphael Autotrain,43.4288632,6.7551022
939,Frénouville - Cagny,49.1411192,-0.2603256
940,Frépillon,49.0462,2.19717
941,Fresnoy-le-Grand,49.9501964,3.43268
942,Fréteval - Morée,47.8919172,1.211813
943,Fretin,50.5599254,3.1495133
944,Frévin-Capelle,50.3473177,2.6338262
945,Fromental,46.1715646,1.4324317
946,Froncles,48.2964154,5.1419387
947,Frontenex,45.6305461,6.3140556
948,Frontignan,43.444934,3.758689
949,Fronville,48.4001829,5.1564405
950,Frouard,48.75545,6.14411
951,Frynaudour,48.7275919,-3.1284527
952,Fumay,49.986048,4.6926
953,Futuroscope,46.669918,0.377209
954,Gadagne,43.9296817,4.9568087
955,Gagny,48.883125,2.527106
956,Gaillac,43.905969,1.894855
957,Gaillon - Aubevoye,49.174626,1.352461
958,Gallargues-le-Montueux,43.716229,4.1715027
959,Gallieni Cancéropôle,43.5730877,1.4195801
960,Galuzot,46.6421069,4.3300578
961,Gambsheim,48.6948699,7.8791884
962,Gan,43.2335932,-0.391462
963,Gandrange - Amnéville,49.2608222,6.1358897
964,Gannat,46.0975964,3.2047514
965,Gannes,49.5723315,2.4370074
966,Gap,44.563693,6.085638
967,Garancières - La Queue,48.8106338,1.7647546
968,Garches - Marnes-la-Coquette,48.83839,2.18692
969,Garchizy,47.0429987,3.0858769
970,Gardanne,43.455992,5.463332
971,Gardonne,44.8347538,0.3319427
972,Gargan,48.908159,2.517109
973,Gargenville,48.98318,1.8089
974,Garges - Sarcelles,48.97663,2.39078
975,Gauriaguet,45.0542936,-0.3992689
976,Gazeran,48.6259183,1.7718857
977,Gazinet Cestas,44.772218,-0.69949
978,Geispolsheim,48.5190515,7.6843578
979,Gemeaux,47.478542,5.1293074
980,Genech,50.5306894,3.2205033
981,Génelard,46.5812177,4.2379965
982,Générac,43.7324379,4.3434742
983,Genlis,47.244579,5.223406
984,Gennevilliers,48.93368,2.30699
985,Génolhac,44.3471626,3.9516407
986,Germaine,49.1277634,4.0228976
987,Gertwiller,48.4133621,7.4663166
988,Gerzat,45.8335879,3.1431045
989,Gestel,47.8029905,-3.4431341
990,Gevrey-Chambertin,47.2274694,4.999058
991,Gien,47.699088,2.636205
992,Gièvres,47.2787925,1.6678267
993,Gignac - Cressensac,45.0146074,1.4831648
994,Gilley,47.0500626,6.4925676
995,Gilly-sur-Loire,46.5370137,3.7821607
996,Gimont Cahuzac,43.6330525,0.8676246
997,Gironde-sur-Dropt,44.583292,-0.0920127
998,Gisors,49.28512,1.78455
999,Givet,50.14025067,4.81798595
1000,Givors,45.584948,4.766086
1001,Givors Canal,45.5957662,4.7725754
1002,Glos - Montfort,49.2715983,0.6828396
1003,Golfe Juan Vallauris,43.566501,7.073578
1004,Golfech,44.1160495,0.854688
1005,Goncelin,45.341941,5.974136
1006,Gonfaron,43.3171516,6.2817644
1007,Gorges,47.1001487,-1.3058778
1008,Gourdon,44.7419445,1.389237
1009,Gourland,48.5609981,-3.1668191
1010,Gournay - Ferrières,49.4813674,1.7380891
1011,Goussainville,49.0240732,2.4632464
1012,Goxwiller,48.4327551,7.4787296
1013,Graffenstaden,48.5324375,7.6897861
1014,Graffenwald,47.7808232,7.2247908
1015,Gragnague,43.696179,1.567731
1016,Gramat,44.7734284,1.7223028
1017,Grand Bourg,48.648004,2.435939
1018,Grande-Synthe,51.0026884,2.3133547
1019,Grandvillars,47.53763,6.9785
1020,Grandvilliers,49.6593779,1.9384836
1021,Granville,48.838456,-1.587757
1022,Grasse,43.653317,6.925524
1023,Gravelines,50.978736,2.1232852
1024,Gravigny Balizy,48.6851718,2.317846
1025,Grenoble,45.191493,5.714584
1026,Grenoble Universités - Gières,45.184877,5.78474
1027,Gresswiller,48.53334,7.42468
1028,Grésy-sur-Aix,45.7245161,5.9221751
1029,Grésy-sur-Isère,45.594432,6.2588584
1030,Gretz-Armainvilliers,48.74544,2.728824
1031,Grigny Centre,48.65343,2.395797
1032,Grigny le Sablon,45.6072601,4.796144
1033,Grisolles,43.8269619,1.3023292
1034,Groisy - Thorens - La Caille,46.0111205,6.17568
1035,Gros Noyer Saint-Prix,48.99682,2.2588
1036,Groslay,48.98462,2.35358
1037,Gudmont,48.3382279,5.1408271
1038,Guérard - La Celle-sur-Morin,48.810588,2.954783
1039,Guéret,46.1741863,1.8793855
1040,Guéthary,43.4253491,-1.6098615
1041,Guichen - Bourg-des-Comptes,47.9350963,-1.7601845
1042,Guignicourt,49.434862,3.961334
1043,Guillerval,48.3744455,2.0598748
1044,Guimiliau,48.4852675,-3.9996163
1045,Guingamp,48.555659,-3.143343
1046,Gujan-Mestras,44.640454,-1.06906
1047,Gundershoffen,48.905261,7.6535345
1048,Gunsbach - Griesbach,48.0414908,7.1748407
1049,Habsheim,47.737691,7.417979
1050,Hachette,50.1582852,3.7434526
1051,Hagondange,49.25356,6.16448
1052,Haguenau,48.8134498,7.7827255
1053,Halsou - Larressore,43.3781301,-1.4279003
1054,Halte de Fontanil – Lycée de Drap,43.7641521,7.3388541
1055,Haluchère Batignolles,47.249142,-1.5224436
1056,Ham,49.73985,3.07052
1057,Ham-en-Artois,50.5900401,2.4657764
1058,Hangest-sur-Somme,49.9822011,2.0661412
1059,Harfleur,49.5136336,0.1989828
1060,Harfleur Halte,49.5059181,0.192085
1061,Hargicourt - Pierrepont,49.7138593,2.5317673
1062,Hasenrain,47.736281,7.3313559
1063,Hatrize,49.1934741,5.9071141
1064,Haubourdin,50.6070495,2.990153
1065,Haussmann Saint-Lazare,48.87478,2.32862
1066,Haute Picardie TGV,49.859182,2.8319
1067,Hautmont,50.25398,3.91522
1068,Hayange,49.33053,6.07245
1069,Haybes,50.0116888,4.7045378
1070,Hazebrouck,50.72501,2.54129
1071,Heiligenberg - Mollkirch,48.5273135,7.381426
1072,Heilles - Mouchy,49.340531,2.2725858
1073,Heilly,49.9435191,2.5396593
1074,Hellemmes,50.6226402,3.1149328
1075,Hendaye,43.353132,-1.781724
1076,Hénin-Beaumont,50.41706,2.95211
1077,Hennebont,47.7990019,-3.2857467
1078,Herbitzheim,49.0138973,7.0801596
1079,Herblay,48.99042,2.16208
1080,Herchies,49.4879546,2.0109273
1081,Héricourt,47.5729701,6.7691977
1082,Héricy,48.4424848,2.7605339
1083,Hermes - Berthecourt,49.3544055,2.2416554
1084,Herny,49.0036084,6.4769285
1085,Herrlisheim,48.7279056,7.9102594
1086,Herrlisheim-près-Colmar,48.0166417,7.3206381
1087,Hesdigneul-lès-Boulogne,50.6609475,1.6669967
1088,Hesdin,50.378286,2.0351881
1089,Hettange-Grande,49.4076754,6.1566738
1090,Hirson,49.91455,4.08432
1091,Hirson Écoles,49.9288321,4.0861491
1092,Hochfelden,48.7554199,7.572355
1093,Hoelschloch,48.9163252,7.8314949
1094,Hoenheim Tram,48.6285976,7.7581387
1095,Hoerdt,48.7029518,7.7794059
1096,Hoffen,48.9312475,7.933587
1097,Holtzheim,48.555688,7.6630912
1098,Hombourg-Budange,49.2823957,6.3507488
1099,Hombourg-Haut,49.1261085,6.7742703
1100,Homécourt,49.2182988,5.9991714
1101,Houdan,48.7958005,1.6027371
1102,Houdemont,48.645478,6.1797255
1103,Houilles - Carrières-sur-Seine,48.9199636,2.1850828
1104,Houlgate,49.3000711,-0.0772276
1105,Hundling,49.1066949,6.9775394
1106,Hunspach,48.9616379,7.9537409
1107,Huriel,46.3714332,2.4762569
1108,Hyères,43.108867,6.124223
1109,Hymont - Mattaincourt,48.2708192,6.1402129
1110,Igney,48.2709639,6.3995463
1111,Igney - Avricourt,48.6467012,6.8053062
1112,Igny,48.7399008,2.2313626
1113,Ille-sur-Têt,42.6682396,2.6242863
1114,Illfurth,47.6764322,7.2685712
1115,Illiers-Combray,48.303937,1.2448745
1116,Imphy,46.9333537,3.2597113
1117,Ingersheim Cité Scolaire,48.0888721,7.2976143
1118,Ingrandes sur Vienne,46.8746283,0.5691164
1119,Ingrandes-Le Fresne-sur-Loire,47.4056382,-0.9210198
1120,Ingwiller,48.8723277,7.477155
1121,Invalides,48.8619133,2.3150151
1122,Irigny Yvours,45.69002,4.83229
1123,Is-sur-Tille,47.520454,5.129481
1124,Isbergues,50.61399,2.46277
1125,Isles - Armentières - Congis,48.9980994,3.0072998
1126,Issé,47.6268289,-1.45068
1127,Issoire,45.543884,3.25398
1128,Issou - Porcheville,48.97931,1.78532
1129,Issoudun,46.948763,1.985834
1130,Issy Val de Seine,48.8295555,2.2635936
1131,Issy-les-Moulineaux,48.8201001,2.2593469
1132,Istres,43.5153953,4.9804272
1133,Iteuil,46.4841223,0.3168298
1134,Itxassou,43.324043,-1.3956111
1135,Ivry-sur-Seine,48.814371,2.39099
1136,Iwuy,50.2255015,3.3298634
1137,Jacques Monod la Demi-Lieue,49.5269596,0.1861468
1138,Janzé,47.955364,-1.497538
1139,Jarnac,45.6711292,-0.1777613
1140,Jarrie - Vizille,45.0854543,5.7424487
1141,Jarville-la-Malgrange,48.6698381,6.2024643
1142,Jassonneix,45.5434698,2.1393366
1143,Jatxou,43.390897,-1.4446266
1144,Jaunay-Clan,46.682044,0.3816535
1145,Jaux,49.3868029,2.777316
1146,Javel,48.8462046,2.2768401
1147,Jeumont,50.29606,4.08645
1148,Jœuf,49.2250083,6.0177021
1149,Joigny,47.973843,3.393082
1150,Joigny-sur-Meuse,49.8336807,4.7672389
1151,Joinville,48.4442977,5.143503
1152,Joncet,42.5615245,2.3111464
1153,Joncherey,47.5262,6.9988
1154,Jonchery-sur-Vesle,49.290057,3.819422
1155,Jonzac,45.4387456,-0.44164
1156,Joué-lès-Tours,47.3541741,0.6675586
1157,Jouy,48.5102582,1.5573972
1158,Jouy-en-Josas,48.7650042,2.1635294
1159,Juan les Pins,43.570896,7.11144
1160,Juvisy-sur-Orge,48.68917,2.38267
1161,Juziers,48.99244,1.84579
1162,Kalhausen,49.0350585,7.125352
1163,Kédange,49.3056643,6.3324034
1164,Ker Lann,48.0429857,-1.7398306
1165,Kerhostin,47.5369524,-3.1363795
1166,Kerhuon,48.4096627,-4.3882136
1167,Keskastel,48.9656988,7.0489315
1168,Kilstett,48.6793065,7.8549031
1169,Koenigsmacker,49.3965538,6.2735503
1170,Kogenheim,48.3389532,7.5353085
1171,Krimmeri Meinau,48.56358,7.75259
1172,Kruth,47.92396,6.9690938
1173,Kuntzig,49.349918,6.2345596
1174,Kurtzenhouse,48.741862,7.8130449
1175,L'Abbaye,48.922211,2.516874
1176,L'Aigle,48.766229,0.620014
1177,L'Aiguille,45.7783702,1.2049024
1178,L'Arbresle,45.833299,4.618319
1179,L'Argentière Les Écrins,44.7909802,6.5564162
1180,L'Ariane La Trinité,43.7343716,7.3025298
1181,L'Escarène,43.8397674,7.3517085
1182,L'Estaque,43.363628,5.3213598
1183,L'Étang-la-Ville,48.86822,2.0766932
1184,L'Herbergement - Les Brouzils,46.9069172,-1.3712431
1185,L'Hermitage - Mordelles,48.123142,-1.8192987
1186,L'Hôpital-du-Grosbois,47.1691016,6.2130861
1187,L'Hospitalet-près-l'Andorre,42.5894535,1.8002635
1188,L'Isle-Adam - Parmain,49.11482,2.20976
1189,L'Isle-d'Abeau,45.607645,5.21969
1190,L'Isle-Jourdain,43.617185,1.089829
1191,L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,43.917393,5.047615
1192,L'Isle-sur-le-Doubs,47.4473777,6.5812614
1193,L'Isthme,47.5465051,-3.133699
1194,La Bachellerie,45.1511154,1.1601301
1195,La Barasse,43.2858384,5.4845101
1196,La Barre Ormesson,48.96633,2.31688
1197,La Basse Indre - Saint-Herblain,47.2040872,-1.6603088
1198,La Bassée - Violaines,50.52799,2.80482
1199,La Bastide - Saint-Laurent-les-Bains,44.5934829,3.9042849
1200,La Baule Les Pins,47.2835196,-2.3648441
1201,La Baule-Escoublac,47.28869,-2.389102
1202,La Bernerie-en-Retz,47.0832616,-2.0341408
1203,La Bohalle,47.4342356,-0.4000426
1204,La Bonneville-sur-Iton,48.9884615,1.035014
1205,La Borne Blanche,49.126985,2.5058656
1206,La Bourboule,45.5906298,2.7462611
1207,La Bouteille,49.8596168,3.9817635
1208,La Brigue,44.0625669,7.6056235
1209,La Brillanne - Oraison,43.9247771,5.8923199
1210,La Brohinière,48.2134717,-2.110452
1211,La Cave,45.1839595,0.628305
1212,La Celle-Saint-Cloud,48.84259,2.13797
1213,La Chaize-le-Vicomte,46.676779,-1.2820678
1214,La Chapelle - Aulnay,47.3087224,-1.5414844
1215,La Chapelle-Saint-Mesmin,47.8929293,1.8268193
1216,La Chapelle-sur-Erdre,47.2972029,-1.548012
1217,La Chapelle-sur-Loire,47.251227,0.2184812
1218,La Charité-sur-Loire,47.179914,3.023883
1219,La Chaumusse - Fort-du-Plasne,46.6048753,5.9613342
1220,La Chaussée-Saint-Victor,47.6127952,1.3537834
1221,La Ciotat - Ceyreste,43.199593,5.632647
1222,La Clayette - Baudemont,46.2881469,4.2984195
1223,La Coquille,45.5408509,0.9744005
1224,La Courneuve - Aubervilliers,48.9242,2.38443
1225,La Couronne Carro,43.3398078,5.0517077
1226,La Crau,43.1449352,6.0687663
1227,La Crèche,46.3604181,-0.2962081
1228,La Croix de Méan,47.300426,-2.1932575
1229,La Défense,48.89308,2.23763
1230,La Douzillère,47.3388167,0.6528244
1231,La Faloise,49.696527,2.3485813
1232,La Fère,49.65802,3.36981
1233,La Ferté-Alais,48.484876,2.35161
1234,La Ferté-Bernard,48.1864887,0.639711
1235,La Ferté-Imbault,47.3835442,1.9580537
1236,La Ferté-Milon,49.1797269,3.1207223
1237,La Ferté-Saint-Aubin,47.720975,1.93236
1238,La Ferté-sous-Jouarre,48.950741,3.125577
1239,La Fontaine,50.5661459,2.9261079
1240,La Forest-Landerneau,48.4263093,-4.3074515
1241,La Fouillouse,45.4977675,4.3170839
1242,La Frayère,43.5581088,6.9720902
1243,La Fresnais,48.593655,-1.8432199
1244,La Frette - Montigny,48.98035,2.18019
1245,La Garde,43.1187044,6.0100767
1246,La Garenne-Colombes,48.9093952,2.2396414
1247,La Gauterie,47.1398181,1.4915354
1248,La Gorp,44.9288345,-0.4963844
1249,La Gouesnière - Cancale - Saint-Méloir-des-Ondes,48.6144207,-1.9058105
1250,La Grand-Combe,44.2098159,4.0329591
1251,La Grande-Paroisse,48.3787751,2.8971614
1252,La Grave d'Ambarès,44.9356421,-0.477021
1253,La Guerche-sur-l'Aubois,46.9477388,2.9485731
1254,La Guierche,48.1138773,0.1931016
1255,La Haie-Fouassière,47.1615899,-1.392195
1256,La Hisse,48.4961248,-2.0036608
